Crazy Rich Asians,&#8220;Crazy Rich Asians&#8221; doesn it reinvent the romantic comedy or stretch it in any new directions&#46; The &#8216;fish out of water i&#44; &#8216;meet the parents i&#44; and &#8216;rags meets riches i story elements have been done many times before&#46; This film simply does them better&#46;,POSITIVE
Crazy Rich Asians,That seldom experienced rom-com that proves crowd-pleasing and accessible without demeaning itself.,POSITIVE
Crazy Rich Asians,Episode 7: Globalism,NEGATIVE
"Crazy, Stupid, Love.",What I like best about Crazy&#44; Stupid&#44; Love&#46; is the structure&#44; and how seemingly frivolous subplots come together and inform the others in crucial ways during a hilarious screwball climax&#46;,POSITIVE
"Crazy, Stupid, Love.","A guy who shows up for date night with his wife wearing schlubby dad sneakers is just asking for trouble. She'll not be having the steak, she's wanting a divorce. A massive makeover ensues to win her back. Much hilarity, very heartwarming.",POSITIVE
"Crazy, Stupid, Love.",I laughed a lot. I cried a little.,POSITIVE
"Crazy, Stupid, Love.",A mediocre film disguised as a good one.,NEGATIVE
Crazy/Beautiful,There is nothing new in this teen fantasy.,POSITIVE
Crazy/Beautiful,This movie is godawful. Simply godawful.,NEGATIVE
Crazy/Beautiful,The effect is a much more engrossing experience than we have come to expect from teen movies.,POSITIVE
Crazy/Beautiful,"The movie's dramatic moments come from dialogue not actions, and much of the time viewers are left on their own to fill in the words that remain unspoken.",POSITIVE
Creed,Just when you were thinking&#58; How long can Rocky keep fighting&#44; this detour that introduces a new character&#44; the illegitimate son of Apollo Creed&#44; Adonis Creed&#44; and brings fresh blood to stain the ring&#46; A good transition for this boxing saga&#46;,POSITIVE
Creed,&#8220;Creed&#8221; has its clich&#233;s and its big mandatory crowd-pleasing moments&#44; but even they are handled well by a confident filmmaker who is a true rising talent&#46;,POSITIVE
Creed,Ryan Coogler managed to bring everything that we expect from a Rocky movie but made it feel fresh and authentic&#46; As far as boxing films go&#44; Creed is a masterpiece on so many levels&#46;&#8203;,POSITIVE
Creed,"Though a smart and superbly shot film, the story structure follows a familiar and predictable trajectory for anyone acquainted with Stallone's original.",POSITIVE
Crime and Punishment in Suburbia,"This self-satisfied waste of space, care of flashy new filmmaker Rob Schmidt, manages to be even more insipid than the overrated American Beauty, if that were possible.",NEGATIVE
Crime and Punishment in Suburbia,This is one twisted pic.,NEGATIVE
Crime and Punishment in Suburbia,Mopes along without a thought in its head.,NEGATIVE
Crime and Punishment in Suburbia,"The younger actors ... are full of small, poignant surprises.",POSITIVE
Crimson Peak,Crimson Peak doesn't entirely land its horror or romance elements&#44; but the costume and production design&#44; plus Jessica Chastain's villainous turn&#44; are utterly sumptuous&#46;,POSITIVE
Crimson Peak,Sumptuously detailed and ornamented&#44; Crimson Peak lays the foundation for a macabre romance of intricate costumes&#44; set pieces&#44; and special effects in the tradition of classical gothic style&#46; ,POSITIVE
Crimson Peak,"A beautifully shot, captivating love story.",POSITIVE
Crimson Peak,A shiver-inducing horror is let down by a disappointingly thin plot.,NEGATIVE
Cronicas,Director/screenwriter Sebastin Cordero delivers a lurid and absorbing drama about the power of the media and the steps some will take to get the big scoop.,POSITIVE
Cronicas,full review in Greek,NEGATIVE
Cronicas,...thoroughly underwhelming and surprisingly dull.,NEGATIVE
Cronicas,"Nothing in this would-be thriller grabs you by the throat, never mind reaches down to your guts.",NEGATIVE
Crossroads,Britney bomb isn't appropriate for her young fans.,NEGATIVE
Crossroads,"Naive and amateurish in both the negative and positive sense of these terms, Crossroads provides a disappointing showcase for pop icon and youth symbol Britney Spears, who pretends to be the new-retro Sandra Dee.",NEGATIVE
Crossroads,"I can see the hate mail now. If this film starred anyone else, I'd be safe. Throw a polarizing superstar like Britney Spears into the mix, however, and all bets are off.",POSITIVE
Crossroads,Spears's technique indicates she's a graduate of the Brady Bunch Acting Academy...,NEGATIVE
"Crouching Tiger, Hidden Dragon",Crouching Tiger&#44; Hidden Dragon was groundbreaking for its time&#46;&#46;&#46; Lee did an incredible job bringing something new and fresh to action movies&#46;,POSITIVE
"Crouching Tiger, Hidden Dragon","As Lee stretches the limits of practical effects with a little bit of digital tweaking, it’s not just that these scenes hold up.",POSITIVE
"Crouching Tiger, Hidden Dragon",Characters&#46;&#46;&#46; pick up swords or machetes&#44; pirouette in air&#44; fly across rooftops&#44; tumble and counter-tumble in battle with those who might stunt their learning&#59; dip toes like pebbles skimming across placid ponds&#46;&#46;&#46; further into this impossible past&#46;,POSITIVE
"Crouching Tiger, Hidden Dragon",&#8220;Crouching Tiger&#44; Hidden Dragon&#8221; is a dazzling accomplishment that has aged like wine&#46; The combat scenes are among the best in their genre&#44; but so too are the performances&#44; the character arcs&#44; and the clever deconstruction of familiar tropes&#46;,POSITIVE
Cruel Intentions,A slick and rancid update of Les Liaisons Dangereuses&#44; not nearly trashy enough to be more than mildly amusing&#46; ,NEGATIVE
Cruel Intentions,"A black comedy of manners (or romantic comedy/drama) relocated from 1780s France to 1990s USA, directed by Roger Kumble.",POSITIVE
Cruel Intentions,Gellar's hambone Machiavellian turn is so utterly fearless and showy that there really isn't a single scene of the film that she's in that isn't completely delightful.,POSITIVE
Cruel Intentions,Cruel Intentions is a 90s cult classic with impeccable performances by all of its leads and a film that has been talked about since it first debuted in 1999.,POSITIVE
Cruella, Cruella doesn it just retell an old story&#46; It creates a lavish comic-book villain-style origin that opens up the film to an even larger audience&#46;,POSITIVE
Cruella,Cruella is pure&#44; perfect big studio escapism&#46; It is a witty&#44; suspenseful&#44; ultra-cool&#44; killer Disney live-action triumph&#46;,POSITIVE
Cruella,A stylish new spin to an iconic character&#46; ,POSITIVE
Cruella,Cruella doesn't really feel like a Disney movie&#44; and I truly mean that as a compliment&#46; It's much darker than one might expect but never takes itself too seriously&#46; ,POSITIVE
Crush,Explicit romance; unsupportive friends.,POSITIVE
Crush,"While it would be easy to give Crush the new title of Two Weddings and a Funeral, it's a far more thoughtful film than any slice of Hugh Grant whimsy.",POSITIVE
Crush,British comedy about fortyish female friends is as well-crafted as it is predictable.,NEGATIVE
Crush,"Hurrah! Gabby, obvious, adult angst-driven, sex-saturated American television has finally crossed the Atlantic and returned in irritating film form!",NEGATIVE
Cry Wolf,So&#44; despite occasionally mustering some intrigue&#44; Cry Wolf remains a howling disappointment&#46;,NEGATIVE
Cry Wolf,"Unfortunately, the 12A rating means that the film lacks the two most essential ingredients for a teen horror flick: sex and gore.",NEGATIVE
Cry Wolf,"Aside from leading lady Lindy Booth and a directorial style that screams for a smarter screenplay, there's very little here that'll thrill the horror hounds and/or the gore gourmets.",NEGATIVE
Cry Wolf,"Nothing about the plot has any real spark, besides the gimmicky set-up.",NEGATIVE
Cursed,After a promising start&#44; Cursed rapidly self-destructs and ends up in complete ruin&#46;,NEGATIVE
Cursed,"A film that is overshadowed by its admittedly tumultuous production history and horror stories of studio interference. It's still not a good movie, though.",NEGATIVE
Cursed,"Curse is hip, modern and simple as it retells the classic werewolf legend.",POSITIVE
Cursed,Dumb werewolf movie may leave you feeling cursed.,NEGATIVE
Cyrus,"The drama replaces the humor a little too often, creating a more serious, gloomily realistic atmosphere that goes against the initial comedic roots.",POSITIVE
Cyrus,Cyrus is a cinematic beast all its own.,POSITIVE
Cyrus,It offers you a look at a totally dysfunctional relationship that allows you to look at the relationships in your own life and breathe a sigh of relief.,POSITIVE
Cyrus,An amazing human drama played out by actors at the peak of their profession: and who could want more than that?,POSITIVE
D.E.B.S.,Cartoonish Charlie's Angels with lesbians.,NEGATIVE
D.E.B.S.,"A fun, fast-paced action comedy that makes up for most of its shortcomings with sheer enthusiasm.",POSITIVE
D.E.B.S.,"It still has some of the fun jokes and the carefree, slam-bang premise, but lacks the punch of its predecessor.",POSITIVE
D.E.B.S.,"With the fun, nonstop momentum of a Saturday morning cartoon, D.E.B.S. makes you forgive most of its shortcomings.",NEGATIVE
D.O.A.: Dead or Alive,"So cringey, so ... aimed at horny 13-year-olds and so devoid of any well shot or acted moment I just grew more and more fed up. Not even good to watch for a laugh.",NEGATIVE
D.O.A.: Dead or Alive,"I do not recommend DOA: Dead or Alive, not even to the most hardcore fan of video games. [Full review in Spanish]",NEGATIVE
D.O.A.: Dead or Alive,This film knows its genre and its audience.,POSITIVE
D.O.A.: Dead or Alive,Let's hope some special form of punishment awaits the man or woman who came up with the idea of basing movies on video games.,NEGATIVE
DC League of Super-Pets,Despite its shortcomings&#44; it's really difficult to fault a movie for what it intended to be&#58; just really fun and family friendly&#46;,POSITIVE
DC League of Super-Pets,&#46;&#46;&#46;a geared-almost-exclusively-to-small-children endeavor that contains few elements designed to capture and sustain the interest of older viewers&#46;&#46;&#46;,NEGATIVE
DC League of Super-Pets,DC League of Super-Pets is a delightful look at the superhero genre that introduces a furry team of unlikely heroes to the ever-growing heroic world&#46;,POSITIVE
DC League of Super-Pets,Say this for the animated DC League of Super-Pets&#58; It's at least superior to practically every DCEU installment to date &#40;this includes Zack Snyder's 16-hour cut of Justice League&#44; both Suicide Squads&#44; and any entry with Henry Cavill&#41;&#46;,NEGATIVE
DIG!,"While overall Dig! is a great film, it does feel a little drawn out in places.",POSITIVE
DIG!,fulfills the function and promise of all great documentaries,POSITIVE
DIG!,"DIG! is also brave enough to show the real, ugly warts of the music business, whereas more established bands would probably prefer a polished, PR-approved vision.",POSITIVE
DIG!,"Newcombe is clearly as troubled as he is talented, maybe more.",POSITIVE
Daddy Day Care,There's almost no role I prefer Zahn in than one involving children.,POSITIVE
Daddy Day Care,"Steve Zahn and Huston apart, this is erosive candy for the Murphy die-hard.",NEGATIVE
Daddy Day Care,It makes Kindergarten Cop and Bringing Up Baby sparkle in comparison.,NEGATIVE
Daddy Day Care,the appeal of the movie doesn't go much farther than the concept,NEGATIVE
Daddy's Home,"Here's one of those comedies like Meet the Parents where an awkward family situation escalates, and everyone onscreen behaves so farcically that their inane behavior can only be explained by the requirements of the script. ",NEGATIVE
Daddy's Home,"Has its giddy moments but by-and-large but doesn't contain enough ""dad jokes"" to make it worthwhile.",NEGATIVE
Daddy's Home,That it isn't entirely dreadful is testament to the ease with which the two leads are able to make even the most predictable of jokes set-ups and executions seem somewhat humorous.,NEGATIVE
Daddy's Home,"Daddy's Home is unnecessary and there's barely any comedy to sustain its watch-ability. The film is all over the place and in the end, of course, decides to have a happy ending that just doesn't seem to fit.",NEGATIVE
Daddy's Little Girls,Infinitely more captivating for its outrageous ungainliness than a great many more proficient filmmakers have ever been able to manage.,NEGATIVE
Daddy's Little Girls,"Love can transcend class lines; in Tyler Perry's universe, it also defies all rules of the legal system -- and logic.",NEGATIVE
Daddy's Little Girls,...cardboard characters and awkward dialogue.,NEGATIVE
Daddy's Little Girls,I entered this moviegoing experience ready for a lot of wincing and eye-rolling. But dammit if this movie didn't make me laugh and cry.,POSITIVE
Dan in Real Life,Falls short. [Full review in Spanish],NEGATIVE
Dan in Real Life,Binoche takes the fairly one-note character of Marie and allows her to blossom.,POSITIVE
Dan in Real Life,"A charming, though occasionally off-target -- and consistently tempo-challenged -- romantic comedy.",NEGATIVE
Dan in Real Life,"Una comedia romántica muy menor, predecible e intrascendente que desaprovecha por completo el talento de un buen elenco. Una lástima.",NEGATIVE
Dancer in the Dark,"Björk plays Selma, a Czech immigrant suffering from a degenerative eye disorder. It's a rare, hereditary disease, and it'll steal her sight but not the song in her heart.",POSITIVE
Dancer in the Dark,A sweeping denunciation of the myth of the American dream-the idealized America put forth by escapist Hollywood fare.,POSITIVE
Dancer in the Dark,Denmark's enfant terrible Lars von Trier finally won the Camme Palme d'Or for this postmodern deconstructive musical featuring a stunning performance by Bjork.,POSITIVE
Dancer in the Dark,"Habitually galling director Lars von Trier's musical is a black-swan genre rarity - a 1960s-set sledgehammer to Broadway and Hollywood's insistence on sunshiny endings in golden-era musicals about Nazis, murder and suicide.",POSITIVE
Danny Collins,"Though riddled with clichés, there are memorable performances from Pacino, Annette Bening as his lover and Christopher Plummer as his sardonic manager.",POSITIVE
Danny Collins,A movie with genuine heart.,POSITIVE
Danny Collins,"Zeal (Annette Bening reminds us) may not be great, but it isn't awful either. For better or worse, Danny Collins is a film with a lot of zeal.",POSITIVE
Danny Collins,"As soon as it becomes clear that the film is really about the megastar Danny bantering with starstruck hicks and learning how to love again, it sinks like a stone, and we're right back to Pacino ""doing Pacino.""",NEGATIVE
Danny Deckchair,Pleasant little diversion with some sweet moments.,POSITIVE
Danny Deckchair,A pretty straightforward and competent little film.,POSITIVE
Danny Deckchair,"The charm of it all wins us over, and while we watch the tired old twists and turns, we smile anyway.",POSITIVE
Danny Deckchair,[Jeff Balsmeyer's] playing it safe causes this beautiful opportunity of a film to crash just when it seems destined for the stratosphere.,NEGATIVE
Daredevil,"An event pic that is big, brassy and bullying enough to make you forget how little of it is actually making sense.",POSITIVE
Daredevil,"Daredevil has a brooding dark and dank air about it, much like Batman. That's about the only element that lends the movie any character.",NEGATIVE
Daredevil,"The ghostly sonar effects showing how Matt ""sees"" through sound are interesting, and Farrell's mad dog performance is fun. But overall Daredevil is nothing to marvel about.",NEGATIVE
Daredevil,"Much of the film is a setup for hoped-for sequels, so the plot isn't really the thing. But Daredevil benefits from some strong supporting roles.",POSITIVE
Dark Blue World,Ondrej Vetch is impressive as the stoic Franta.,POSITIVE
Dark Blue World,Looks like the Eastern European version of director Michael Bay's popcorn epic from last summer.,NEGATIVE
Dark Blue World,Dark Blue World is a human war movie without flag-waving -- a relief these days.,POSITIVE
Dark Blue World,"Dark Blue World's warm story and beautiful photography almost hits the mark, and it has a great ending.",POSITIVE
Dark City,The movie's design is its only redeeming feature. This is one movie which seems to have been made almost exclusively for members of a Dungeons & Dragons fan club. ,NEGATIVE
Dark City,The other major item of note in the film is its visual effects&#46; From a giant clock to a city changing before our eyes&#44; Dark City is one of the most spectacular visual effects feats to come out in recent memory&#46;,POSITIVE
Dark City,Real humanists may have misgivings. ,NEGATIVE
Dark City,"Trying for a modernized film noir mixed with gothic science-fiction, the film is a striking blend of genres and motifs.",POSITIVE
Dark Phoenix, I can it in good conscience recommend that anyone spend their hard earned money to go see this film in theaters&#44; but if you are a die-hard X-Men fan like me you might find that it is a surprisingly fun ride&#46;,NEGATIVE
Dark Phoenix,These Fox X-Men films have been nothing if not inconsistent&#46; But I think &quot;Dark Phoenix&quot; is in the top half of this franchise&#44; due to the honest performances&#44; great action&#44; and decent story&#46;,POSITIVE
Dark Phoenix,This time they do justice to the story&#44; not without a few kinks&#44; but still in a way I found entertaining and satisfying&#46;,POSITIVE
Dark Phoenix,"It's not that Dark Phoenix is a complete disaster - it's that the franchise hasn't changed much in the last 20 years, while the rest of the superhero genre has continued to grow and evolve.",NEGATIVE
Dark Shadows,Dark Shadows takes the easy way out by lampooning its source material&#44; simplifying its &#8216;70s setting through parody&#44; and handling most of the characters like comic relief in an overall treatment that is beneath everyone involved&#46;,NEGATIVE
Dark Shadows,It feels like a movie that had great comedic potential but only gave us a sampling of it&#46;,POSITIVE
Dark Shadows,It features too much of Burton's signature proclivities and not enough restraint to allow for a cohesive vision.,NEGATIVE
Dark Shadows,Dark Shadows isn't going to please everyone. Tim Burton's films never do.,POSITIVE
Dark Skies,Puts a new spin on a tired subgenre.,POSITIVE
Dark Skies,"Dark Skies works best when it leans on this nerve. It's tapping into a low-level fear, but one that's extremely relatable, and therefore more able to get under one's skin than a typical boogeyman.",POSITIVE
Dark Skies,"Alas, several decades of Majestic 12 conspiracy theories work to undermine the novelty and Stewart's best efforts. Fun, nonetheless.",POSITIVE
Dark Skies,"There's a definite bittersweet tone to the end of Dark Skies and it's a bold departure from the endings from such films as Close Encounters of the Third Kind, Poltergeist or even Signs, but Stewart didn't quite bring it all the way home.",NEGATIVE
Dark Water,"That fatal flaw that this shares with the original is the best part of the film being in the initial plot-revealing 20 minutes. From here, it fails to build on the tension.",NEGATIVE
Dark Water,"The supporting characters, in fact, are the most enjoyable part of the film, often more enjoyable than Connelly or Gade, each taking great advantage of their scenes to create real people in a short space of time.",NEGATIVE
Dark Water,"Esteemed Brazilian director Walter Salles (""The Motorcycle Diaries"") falls flat on his face on his first Hollywood outing with a horror movie that will bore you to tears.",NEGATIVE
Dark Water,A mature film about the courage it takes to survive in a mortal world that's dependent on temporary relationships.,POSITIVE
Darkest Hour,Joe Wright offers up compelling and timely lessons on conviction&#44; persuasion&#44; and the power of bipartisanship &#8211; all things our current governments could learn from&#46;,POSITIVE
Darkest Hour,"Stirring though the proceedings may sometimes be, Darkest Hour resists absolute immersion so that its audience will notice how much effort went into its making.",NEGATIVE
Darkest Hour,Saying no to the devil after walking through the valley of the shadow of death for two hours should get a bit more love.,NEGATIVE
Darkest Hour,"From the 4-star lead performance from Oldman to the expert direction from Joe Wright, Darkest Hour is a rousing success.",POSITIVE
Darkness Falls,"It is hard to imagine that Liebesman is at fault: His ""Texas Chainsaw Massacre"" prequel is one of the best horror films of the 21st century. Yet here he whiffs.",NEGATIVE
Darkness Falls,It's only slightly more enjoyable than having army ants gnaw at your privates.,NEGATIVE
Darkness Falls,So bad it's almost painful. Skip it.,NEGATIVE
Darkness Falls,The kind of movie that gets laughs entirely unintentionally.,NEGATIVE
Date Movie,Date Movie becomes one film you should be warned against having any kind of relationship with.,NEGATIVE
Date Movie,Ultimately the kind of film that will give you quick laughs that will fade just as quickly.,NEGATIVE
Date Movie,"About one in three jokes hit their desired target, which is about par for the course for these kind of flicks.",NEGATIVE
Date Movie,"This would-be comedy is like watching a bad amateur night at the improv, with one terrible gag after another that almost had me heading for the exits well before the final credits.",NEGATIVE
Date Night,"It's still fun, just don't give up a date for it...",POSITIVE
Date Night,Steve Carell and Tina Fey's hysterics manage to triumph over the rather uninspired plot.,POSITIVE
Date Night,Boring but effective comedy that agonizes until the end to keep things together. [Full review in Spanish].,NEGATIVE
Date Night,"Date Night is a fun, romp in New York City that explores issues of everyday life while adding some romance and openness about marriage.",POSITIVE
Dave Chappelle's Block Party,"It's a behind-the-scenes documentary, a music concert, and a stand-up act all rolled into one.",POSITIVE
Dave Chappelle's Block Party,One of this year's feel good films of the year.,POSITIVE
Dave Chappelle's Block Party,"Set against the backdrop of a fascinating rap concert, this film gives fans a dose of why the comedian has risen to such huge popularity.",POSITIVE
Dave Chappelle's Block Party,Gondry brings a caught-on-the-fly style to the footage that nonetheless coheres into something that feels planned&#44; or pre-ordained&#46;,POSITIVE
Dawn of the Dead,This version proved to be that rare bird&#58; a remake that&#44; while not matching its predecessor in any way&#44; nevertheless succeeds on its own terms&#46;,POSITIVE
Dawn of the Dead,Their spin on &#8220;Dawn of the Dead&#8221; lacks the sly humor and satirical bite that was a pivotal part of Romero is movie&#46; But it is far from humorless and the big action&#44; creepy setting&#44; and snappy pacing keeps things engaging&#46;,POSITIVE
Dawn of the Dead,"No matter how much the genre has been beaten to death in the years since its release, Snyder's remake is enduringly scary, thrilling, and incurably watchable time after time. It remains his best film.",POSITIVE
Dawn of the Dead,A triumph matched by no other 21st Century horror remake I can name.,POSITIVE
Dawn of the Planet of the Apes,There is some great action&#44; awesome effects&#44; and the performances are strong &#40;none better than the stunning work of Andy Serkis&#41;&#46;,POSITIVE
Dawn of the Planet of the Apes,It's one of the most intelligent films of 2014&#44; and yet&#44; despite its lofty intellectual ambitions&#44; never for a moment does the film skimp on its blockbuster thrills or summer movie requirements&#46;,POSITIVE
Dawn of the Planet of the Apes,"As pure escapism it can work, but it's reassuring to experience a film able to deliver both blockbuster visual thrills and characters you care about.",POSITIVE
Dawn of the Planet of the Apes,"A smart movie about race, gun usage and xenophobia. Its masked in allegory but it doesn't shy away from big ideas and that's the thing that transforms it from a run-of-the-mill air conditioner flick to a thought provoking night and exciting at the movies.",POSITIVE
Daybreakers,"A dark, stylish and brooding thriller.",POSITIVE
Daybreakers,[Daybreakers'] attention to detail and narrative strength make it well worth a look for fans of the genre and beyond.,POSITIVE
Daybreakers,A fairly fresh twist on the vampire genre.,POSITIVE
Daybreakers,A supine memorial to missed opportunities and frustrating directorial choices.,NEGATIVE
De-Lovely,"Unfortunately, the film's post-modern staginess assists in keeping Porter endlessly at arm's length. [Blu-ray]",NEGATIVE
De-Lovely,"Winkler indulges a large amount of screentime detailing these sexual leanings and complications, which disrupts the picture's balance between wannabe musical and straight up bio-pic.",NEGATIVE
De-Lovely,"The music is de-lovely, but not much else is.",NEGATIVE
De-Lovely,"If you ignore the plot and just approach the flick as nothing more than a 21st century update of a Busby Berkeley-style musical, you will not be disappointed.",POSITIVE
Deadpool,As for Reynolds&#44; this is the role he was made for&#44; and he tears into it as if to make up for the ridiculously terrible earlier version of Deadpool he played&#46;,POSITIVE
Deadpool,That Deadpool was ever made is something of a small miracle. That it's satisfying from a fan perspective is another miracle.,POSITIVE
Deadpool,Packed to the brim with witty asides and pop culture references.,POSITIVE
Deadpool,Deadpool is a stylishly salty antidote to bloated recent superhero movies like last year's Avengers: Age Of Ultron.,POSITIVE
Deadpool 2,Overall&#44; not as good as the first film&#46; While the sequel is bigger and funnier&#44; the story is more uneven&#46; However&#44; it does succeed in places where the previous one failed&#46;&#46;&#46; it has &#91;more&#93; gravitas&#46;,POSITIVE
Deadpool 2,"Although less cohesive and more meandering than the first, it's an entertaining sequel that pushes the franchise forward.",POSITIVE
Deadpool 2,"There's a lot of swearing, a lot of dirty jokes, a lot of violence with limbs and body parts getting cut off left and right. Basically, the first Deadpool, just with double the fun.",POSITIVE
Deadpool 2,"Isn't as great as its predecessor was, but it sticks to its guns with enough panache to keep it afloat.",POSITIVE
Dear Evan Hansen,Dear Evan Hansen proved to be an adept adaptation of the original stage musical but ultimately disappointing in several areas&#46;&#46;&#46;Dear Evan Hansen just proved that not all musicals should be adapted&#44; no matter how successful they were&#46;&#46;&#46;,POSITIVE
Dear Evan Hansen,Dear Evan Hansen&#46;&#46;&#46; I cannot forgive you for inflicting the worst movie musical since Cats upon us&#46;,NEGATIVE
Dear Evan Hansen,The film reeks of a group of people so in love with the original piece of work that they couldn't even see the flaws&#46;&#46;&#46; There may yet be a way to save this material&#44; this simply fine film version can't do it&#46;,NEGATIVE
Dear Evan Hansen,"The obvious solution (to the age thing) would've been to repurpose this as a iHiding Outi remake, with Platt reprising the Jon Cryer role as an adult masquerading among teenagers.",NEGATIVE
Dear Frankie,"Butler's scenes with Jack McElhone are, like most of Dear Frankie, both unaffected and touching.",POSITIVE
Dear Frankie,This is a little gem of a film.,POSITIVE
Dear Frankie,A touching little gem.,POSITIVE
Dear Frankie,The heart of the film is the very touching mother-son story.,POSITIVE
Death Sentence,"In all honesty, I didn't expect much from the film and I didn't get much.",NEGATIVE
Death Sentence,"It's a gritty, adrenaline-soaked thriller -- and if that's as deep as you care to dig, you'll be entertained. But for those who care to contemplate, it's quite a bit more.",POSITIVE
Death Sentence,"It's a powerful, visceral revenge flick, and Kevin Bacon does a fine acting job bringing the vigilante to life.",POSITIVE
Death Sentence,Death Sentence is a laughably bad exercise in the pornography of sadism and the American appetite which voraciously consumes it.,NEGATIVE
Death of a Dynasty,"Death of a Dynasty is fun stuff, and this is coming from a guy who hasn't bought a hip-hop CD since NWA broke up.",POSITIVE
Death of a Dynasty,"Sure, having bottles of Armadale vodka crammed into every other shot could be read as a pointed swipe at crass endorsements of luxury liquors. But when you know Armadale is owned by Roc-A-Fella, it looks a lot like crass product placement.",NEGATIVE
Death of a Dynasty,This narcissistic mockumentary is less a film than a full-length promotional video for Roc-a-Fella Records mogul/director Damon Dash.,NEGATIVE
Death of a Dynasty,"Definitely funny as the hip-hop world pokes fun at itself and others, but it's frequently pointless, especially as the ""plot"" unfolds.",NEGATIVE
Death to Smoochy,I was happy enough with it through most of it&#44; but are we living in such insecure times that even dark&#44; violent comedies now have to end on an up note&#63;,POSITIVE
Death to Smoochy,"Considering that it's meant to be a comedy about a TV children's show, DeVitto's picture is particularly irritating, nasty, and mean-spirited.",NEGATIVE
Death to Smoochy,"I giggled all the way through ""Death to Smoochy."" It wasn't that ha-ha giggle, it was that evil, kind of maniacal giggle.",POSITIVE
Death to Smoochy,Suffers from the same problem as most of the shows it pokes fun at - it runs on for far too long . . . to maintain a firm hold on the attention span of it's intended audience.,NEGATIVE
Deception,"The success of thrillers like this one depends heavily on skillfully handled smoke and mirrors, but Deception's predictable plot turns won't really deceive anyone.",NEGATIVE
Deception,"You know what's not sexy? Sexiness. I mean the overt, in-your-face, ""Aren't we all being sultry and naughty?"" sort of sexiness. Which is what this entire movie is, thinking it's daring.",NEGATIVE
Deception,You'd be hard pressed to find a sex thriller as unsexy and thrill-free as Deception.,NEGATIVE
Deception,The difference between a decent thriller and Deception is that a good thriller at least tries to keep you guessing with a few twists and turns.,NEGATIVE
Deep Blue Sea,Deep Blue Sea is overall a bit of a silly shark film&#44; but it is a really fun one with lots of action sequences&#46;,POSITIVE
Deep Blue Sea,"Despite the questionable fish visuals, several of the shark attack scenes are quite thrilling - utilizing suspense, comedy, nail-biting timing, and slimy animatronics.",NEGATIVE
Deep Blue Sea,"A gory, trashy blockbuster that succeeds despite its waterlogged script.",POSITIVE
Deep Blue Sea,"The film is full of the sort of knee-jerk shockers that leave audiences bursting into nervous laughter. It's a wild ride, and the less one thinks about it, the better.",POSITIVE
Deep Rising,"Ya gotta give a sliver of credit to any movie that would include the term ""Half-Digested Billy"" in its closing credits.",NEGATIVE
Deep Rising,It's man-eating tentacles on a boat directed by Stephen Sommers. What more could you ask for?,POSITIVE
Deep Rising,Every single line of dialogue was a one-liner and it was just every single trope.,NEGATIVE
Deep Rising,"One of the big problems with this film compiled out of big problems: it has awful characters, and awful performances bringing them to life.",NEGATIVE
Deep Water,"Knowing in advance how it all turned out cannot rob this remarkable movie of any of its drama, although ignorance of the events probably adds to the kick.",POSITIVE
Deep Water,"As a portrait of obsession, competition and, finally, delusion, Deep Water is haunting and engrossing, and one of the best nonfiction movies of the year.",POSITIVE
Deep Water,This is fascinating stuff... that would be better served by a magazine article or book.,NEGATIVE
Deep Water,The film evokes a visceral understanding of solitude at sea.,POSITIVE
Deepwater Horizon,Berg is idea of social commentary is to shove the American flag into the frame at every opportunity&#46;,NEGATIVE
Deepwater Horizon,I im an admitted disaster movie junkie&#44; and many of them depend on some level of sensationalism&#46; &#8220;Deepwater Horizon&#8221; keeps its focus on the 126 crew members aboard the rig on that horrible day&#46; ,POSITIVE
Deepwater Horizon,"It boasts a fine cast and technical display; however, the experience is limited to its 99-minute runtime and considers none of the extensive issues that stemmed from the disaster. ",NEGATIVE
Deepwater Horizon,A showcase for Berg's muscular filmmaking that could have used a little more nuance.,POSITIVE
"Definitely, Maybe",A surprisingly honest and authentic film with sprinkles of hopefulness.,POSITIVE
"Definitely, Maybe","It's just a shame that ""Maybe"" didn't trust its material enough to deliver a more satisfying experience.",NEGATIVE
"Definitely, Maybe","More satisfying than your cookie-cutter romantic comedy but far less overwrought than a full-blown period romance, it finds a satisfying and cuddly middle ground.",POSITIVE
"Definitely, Maybe",It's sweet natured and brightly played.,POSITIVE
Deliver Us From Eva,Andie is a male screenwriter’s idea of a perfect woman...,NEGATIVE
Deliver Us From Eva,Above average movie for high schoolers.,POSITIVE
Deliver Us From Eva,Smith and Union overcome the sometimes-strained mechanics of the plot.,POSITIVE
Deliver Us From Eva,"While the premise of the director's follow-up ... is promising, he botches the execution at every turn, leaving his cast to drift aimlessly among half-baked plot points.",NEGATIVE
Deliver Us From Evil,Formulaic storytelling and glaring plot holes plague a film that tries to balance horror and cop procedural tropes into a half-hearted meditation on Christian faith&#46;,NEGATIVE
Deliver Us From Evil,"Combining things that go bump in the night with graphic gore, it's a brooding if not exactly riveting ride soundtracked by The Doors as the spirits try to 'Break On Through'.",POSITIVE
Deliver Us From Evil,The thing that really sinks the movie's momentum aren't the stock characters or lack of new thrills but the exposition scenes that explain the obvious.,NEGATIVE
