Rating,Review
5,"It is my second time coming to HK Disneyland. Unlucky us, it rained. Haha! Although rain didnt stop us from enjoying. Its just sad that the afternoon parade was cancelled. But during the night when the weather cleared, HK Disneyland pushed through the Paint the Night Parade. It was my first time seeing it. 6 years ago there was only fireworks behind the castle (which is now still under renovation).My family and I will definitely go back. Love seeing my little one enjoying Disneyland. "
4,"HK disneyland was a great experience during Xmas, the celebrations and rides were great. People management was also top notch. Renovation of the main castle was undergoing when we went which was a disappointment so was the main night parade cancellation. We waited till the last moment but rains ruined it. Some refund or voucher would have been appreciated for cancelled show and castle renovation."
5,The start of the journey to reach Disneyland by MTR gives a fun ride with the train painted with disney characters. There is also a train within the Disneyland which helps you reach some attractions.
4,"I have been there 5 years ago with my wife..Now, i go there with my children..It's really nice to spend time with your kids in this theme park..Some problems:1. Castle is under renovation2. No fireworks3. Lion king under renovation4. Princess photo is limited only (no elsa of frozen is available for the photo session).. quite sad because she is my daughter's favorite princess..."
3,"Visited this theme park on 26.02.19. Overall, it was okay. Nothing spectacular. I have previously been to Disneyland Anaheim, Disney World Florida, Disneyland Paris, Tokyo Disneyland Disneysea. HK Disneyland is tiny, but fortunately not many crowds. The haunted house (mystic manor) was weird, though. I would expect something along the lines of other Disneyland parks, but yeah maybe it   s a cultural thing (nothing beats haunted house in Universal Studios Singapore during Halloween Horror Nights, fyi). Overall, my kids had fun there. Main reason why we went to Disneyland."
5,"I took my kids to Disneyland on weekday which was a great decision as there was minimum rush. very small queues. we reached there by 10 and started with Tomorrowland. we did all the rides by 5:30pm and left by 6:00 pm. Hyperspace mountain, grizzly mountain, jungle cruise, Mystic Manor and Iron man experience are a must do rides. better to buy tickets food combos from klook. you do not have to stand in queue. just scan barcode and enter. Also, most importantly, take your food coupons just after entry so that you do not ahve to return later to get the coupons. We went to Royal Banquet hall for food. average food. carry water bottle as water is expensive there."
4,We liked this compared with United States because its easier to navigate because its smaller and there are more rides for little ones. We went on Wed. and the line was short. Only from 5 minutes to 15 minutes wait. Unheard of in the USA. You can get here easily with MTR. Expect to spend a day here. They open at 10 am. The Moana show and the Disney Tale Story Show was our favorite.
5,"The monastery is really a beautiful place. The giant statues are truly awe inspiring, best seen on a clear day as the clouds can really limit visibility.  Great views from the tram up as well but Nong Ping is very commercial."
4,"We had a fun day here, it was quite busy and wait times were roughly 20   30 minutes per ride. Plenty of eating places and souvenir shops available. There were a couple of good rollercoaster rides, but nothing like Disneyland in USA. I would still recommend it for a good day out."
4,"Optimal size to try most rides in one day, if queue is less than 30 minutes. I wish there were more affordable gifts in shops and food and beverages."
4,"Tickets were cheaper than other Disneys. Fast Pass was the bomb as we pre bought. The best rides were Mansion and the Grizzly Man Coaster. Space Mountain is not as good as Florida, California and even Paris. Ironman is okay. Pooh bear is good. This park is way smaller than the others which keeps the day simple. You only need one day here."
3,"Having been to Florida, Anaheim and Euro Disney, Hong Kong Disney is definately the smallest, however given 5 hours to a day of spare time we think it is worth a visit. Limited number of rides but still fully professionally set up in true Disney style. The shows equally up to Disney standard. "
5,"Without a doubt, a true Disney experience.The parades, the rides, the characters and cast members all blend to make a great day with the kids.The journey is not long, and the MtR takes you literally to the front gate, so it is convenient for strollers.They will allow you to enter with baby food, as there are not many healthy options inside.With the classics like Small World, the park train, Main St. and the Castle you will not lack any of the    magical    feel.Make sure to have your tickets before as the line can be tedious in the morning, so don   t waste any time at the ticket counter"
5,"I've seen many negative posts and comments on HK Disneyland in the past. It is really not that bad. Yes, it is expensive and small but it has tons of rides for all ages.As an HK resident, I always go to Hk Disneyland and the experience is the same every time. Whether it is the parade or the rides, the park is incredible. There has been tons of revamps in the past few years with the farewells to Autopia and Buzz Lightyear Astroblasters but has been replaced with a brand new section in Tomorrowland featuring Iron Man and Ant Man coming in April as well as a brand new revamp of Space Mountain. The staff are extremely helpful and the gift shops have loads of merchandise and souvenirs. The park is also extremely kid friendly. The only negative I can extract from this park is the food price. The food isn't that bad but for it's quality, it is way too expensive. Since visitors aren't allowed to bring food in, you might have to starve for a day or buy an expensive meal.If you have lots of free time in HK and want something enjoyable whether with the kids or with your mates, HK Disney is a great park although if you are a major thrill seeker, Ocean Park would be more suited for you."
2,"Very very small, disappointing all along the line... the park is too small, without big attractions. In 3 hours you will have seen everything. There was construction with a lot of noise during our visit. It was ridiculous to visit the enchanted forest when you heard a jackhammer!! The maneges are limited. The prices are high for the quality of the park. It is better to keep your money and invest it in another activity "
5,"The place is no less..It is Disneyland :)My kid had amazing fun and the place is massive.It is such a wonderful place to visit when your kid is old enough to qualify all rides.My boy is 112 Cms and pretty much qualified every single ride.I loved adventure land personally as it is involved tree houses,boat rides etc...Mystic Mansion was out of the world..soooo digital and so well done..Eating options for Veg folks are very very very limited.Asked around inside the park about...veg food and people kinda looked at us weird..lol..Vegie Burger was the best we could get at 98$...Was not great but DLand compensated for the non food part..You could have ice creams at 45 HKD and pop corn at the same price.I liked the HK Tea in packed form.it was good.Bus from Disneyland R8 to Lantau costs around 6 HKD(very inexpensive) and i stayed at TST(Tsim Sha Tsui).From Lantau toll toook A21 to go to TST Prat Avenue.Costs around 28 HKD per Adult and around 20 HKD per child below 11.If you take a taxi from Dinsey to TST,considering decent traffic,it would set you off by 205 HKD one way.Peak traffic could cost you around 250 HKD to 275 HKD.Disney is a must visit and we took 2 days to do it as queue(s) are long and minimum it took us 45 mins of queuing to get to any attractions.Infants and toddlers,cap is mandatory and be ready to buckle up and stand the long queue(s),unless you have a priority pass."
5,I really loved Disneyland! The two must rides are the Mystic Manor and the Grizzly Gulch Runaway Mine Trains. Both are excellent. Highly recommend going on a weekday. We did not have a wait longer than 20 minutes any where on a Monday and Tuesday. You don't need the Priority Special or Priority Special   on weekdays.
4,"Came here 1 day after Chinese New Year, it was very crowded, try googling for the best time to visit the Disneyland. They had a few big parades around the theme park at certain hours, the last one was at 2000 hrs. To avoid rushing back with other visitors, I tried staying back after the last parade and got on the MTR after most of the visitors had left.The theme park provide strollers for rent, be careful not to lose the deposit slip or they wouldn't cash your deposit when you return the strollers.My kids enjoyed every parade especially the last one at 2000 hrs, with all the lightworks and Disney characters out on the street."
4,"An Amusement Park for all ages. Disneyland is for children and a adult that are young at heart. Its a place that you will enjoy. The best time to visit is March were the weather was good, that you will enjoy roaming around."
5,"This is my first time going to Disneyland Hong Kong. Unfortunately the Cinderella castle is being renovated and firework show being canceled. Shows such as Mickey and the Wondrous Book or Lion King are amazing. The parade in the afternoon is also good because we can see all Disney cartoon characters coming out. I love big grizzly mountain runaway because it was thrilling. I recommend you to buy popcorn which sold at stand throughout Disneyland, it tastes good."
3,"In HK now crowds are the norm, and Disneyland is no exception. It was a weekday but was still very crowded, I hate to think what its like on the weekend.Some areas were unavailable due to remodeling works, which was sad, but some new areas had been opened since our last visit and these were quite good.There are lots of rides for  children  of all ages, so enjoy yourself and have a good day.Buy your ticket before you arrive, saves time and some queues, and many times they are cheaper than at the gate.Easily accessible by the MRT from all over HK. Its not the biggest Disneyland in the world, but it made our little one smile all day."
5,"We went here w my family by invitation. Coming to Disneyland brings the child in you scream and enjoy fun times especially if you have kids w you in the trip. As usual, even on a Mondays, the queing for the long lines of activities will leave you to make ceratin choice events, rides, etc. We did get a roller coaster ride on Star Wars Hyperspace Mountain, photos taken w the Iron Man who was strutting around for poses w us, parades, store buys, etc. But what made the stay most memorable was the live presentation of Lion King musical wc made the final cut of our 'one day' experience @ Disney memorable!"
4,"Nice and cute small Disney. Attractions do slowly expand, but most are just fun rollercoasters for family. Many smaller rides to enjoy with small kids. Bring your water bottle, drinks and food are expensive, not many choices. Jedi show is a must for younger ones, besides are the eateries worth going to."
4,Not a very best disneyland but it   s still makes you happy to play there. Disneyland rides not as extreme as universal atudio because this build for all ages. Just enjoy your time and play!
4,This is a smaller park than American Disneyland. My favourite part was the lion king show. It had great costumes acrobatics makeup and props. My grandson does not want to go to Theatre but changed his mind after this show. Staff were sometimes too busy talking to other staff to assist and sometimes abrupt. Overall though we had a great time. I think American Disneyland set a huge standard that was hard to match. 
5,Amazing  The shows  Everything was amazing  If u are a Disney fan you should visit   Is in fact a must and if u didnt do it then ur missing out
5,"Relatively small compared to Disney World.  Well maintained, clean,  Admission fee the lowest  is $61  US dollars."
5,"I like shows.  Anaheim has no shows these days.  HK Disney is perfection.  My Chinese friend said,  I would be happy to sleep on that bathroom floor! "
4,"Came here once with my parents some years ago. Came here again for another visit. The rides are okay but as usual, super crowded and busy, especially the lunch hours where the queue can be as long as 45 mins to an hour. Food is so so, especially for the Starliner restaurant that serves western food. Ticket came with a food coupon for purchase of meal up to $149HK. Bought the recommended value set to maximise it but the burger was so pathetic, small, flat and the meat was half. "
4,Spent whole day and coming early avoiding crowds. It   s good to buy tickets ahead and avoid public holidays. Weekend could be tough but week days better. Accessible by metro . You are in hot commercial and consumer ares when they are not many things possible to resist. Enjoy the artificial words and attraction. 
5,"My husband and I love Disney and have visited quite a few of them. Hong Kong is a great park to visit! My favourite ride was the Mystic Manor   it has nothing to do with Disney, but a great little story which is a bit funny and has amazing detail in the ride. I believe it   s for HK only so really special. The run away train is quite deceiving, it starts of slow and you start to think it   s a bit rubbish...but it then surprises you. A winner with us. We got our tickets with Klook as this was by far the cheapest. It even came with the option for a meal deal which was did as it mean we didn   t have to worry about that. The food at Disney wasn   t great but ok. They are working on the castle at the moment and think it may take a while. At the moment it   s tiny! We found it so odd seeing the castle like this, but it   s because they didn   t have the money to build a bit castle. They do not so fireworks at the moment because of this but they are doing a light show at Main Street which was good. HK Disney has a toy story land, built before the one in Orlando. It   s really good but I love toy story. "
4,"We lived in FL & CA and have been to Disney World and Disneyland on many occasions. Although this one is far smaller than the others, we're glad we went. There is a special train that takes you there. There is an obsession with Duffy at the park. We went on a week day and entered when the park first opened. The only lines we encountered were for the characters. Easy to do in 1 day. Lots of great food options that is not your typical Disney fare. We quite enjoyed the time spent there."
3,"It   s our first Disney experience. And I think it   s a great location to start. Ppl said HK Disneyland is smaller than one is Tokyo (which it is). It helps us not feel overwhelmed.A ride for each ride is not too long. Maybe because it was raining on the day. We didn   t get to see many characters for the same reason.Unfortunately, the castle was under maintenance. So we didn   t get the full experience. But all in all, it was fun."
5,"It was incredible. We actually rode every attraction in the park, sometimes twice. Our longest wait   15 mins! We didn   t even use the Fast Pass or a Priority Pass. Compared to Disneyland in Anaheim, CA USA   If we had the opportunity; we would rather visit Hong Kong Disneyland. To save money, purchase your tickets and meals via the Klook app. (I do not have any relationship to Klook). Have Fun!"
2,"As my husband and I had a free day before we flew back home , decided to visit here, being that as we are over the age of 64 we got entry of just under   10 each depending on the currency rate. This park does not open until 10.30am, but we arrived earlier as we decided to buy our ticket on the gate rather than do this by phone. Surprisingly enough it was a very easy and quick process, just had to show our passportsWe got on the metro from Hong Kong to Sunny Bay station, crossed the platform to catch the Disneyland train which was only one stop.Seeing that this was a Monday the amount of people waiting for the park to open was massive, bug bear is that nearly everyone is on their phones and then you have to put up with them doing a 101 selfies. (please if you love yourself that much just get a mirror). Anyway the announcement was NOT TO RUN when they opened the gates, BUT WHAT did they all do RUN, no manners at all, push and shoved.This park is not a patch on the original Disney in Florida. There are very few rides and you can get round this park so quick. This is certainly not worth the   60 plus for adults .The atmosphere is certainly not here either, maybe because it was not very warm."
1,"Visited Disneyland Hong Kong today March 15, 2019. Poor experience. Very little there in the first place in terms of rides and other experiences. But most of it was closed for renovations (including the main Disney castle) or lots of stuff just not open anyway. Kids couldn't get pics with their fav characters as they kept disappearing for a break every 20 mins and queues were long already. All this missing and not even a reduction in the already expensive price. Pretty crappy day outSmall park, half open. Not worth the money."
5,Not a trip to HK without swinging by Disneyland. A day will never be enough to check out all the attractions. The place is huge and  seems to always have something every time we visit.
3,"It is a relatively small park, cannot be compared to the ones in Florida for sure! Worse off, we hit the park when the castle was closed for upgrade and no fireworks offered.Most of the park staff we came across were unfriendly and not very helpful with the odd exceptions! In fact they have  Smile  stickers at the entrance turnstile...it must be there to remind park staff since most of us visiting Disney parks have inherent great expectations!"
4,Disneyland is really for kids. The rides are way too short in time compared with counterpart rides in Universal Studios.  Kids would love the 'Mickey and the Wondrous Book' and Lion King shows!!!
4,"Spent a few hours at Hong Kong Disneyland. Easy to get to on the MTR. The queues weren't long on this day, which was fabulous. The castle is not open at this time, it's being updated. It's Disney, so of course, everything is pricey. The main street parade was really good."
5,"I would say that this place is really good, had so much fun with my friends. But, I'm little sad because one day is not enough to try all their activities and rides. A good place to get rid of all the stress.         "
4,"On my daughter's bucket list is to visit every Disney, so not going to Disneyland was not an option. If you are familar with the Disney's in the US, this one is much smaller. It had a few of the larger rides, the Star Wars rollar coaster, Big Thunder Mountain and Mystic Mansion which is their version of the Haunted Mansion. Otherwise, the park is very kid friendly. We did get there when it opened and we stayed until it closed   which was a bit too long for me, but my daughter loved it."
4,"A must visit when in Hong Kong. Great for kids and big kids also. It was my first time to Disneyland. We got the 2 day pass as the weather wasn   t to great. It rained half way on our first day. If the weather forecast is sunny, buy the 1 day pass as we could of done it in the one if the weather fine. "
5,The place was very huge!  There are many fun activities that you can do with your family or friends!  I would recommend you to go to this place if you have children as it is child friendly.
5,Disneyland is a perfect place to unwind and to be child again! I will always find a way to visit all disneyland all over the world!
5,"Magical, fun time at Disneyland. We had 2 wonderful days here. All staff make the visit extra special as they are so kind and patient.  Unfortunately we were disappointed to find the fireworks were cancelled both nights we were there. No warning or explanation."
3,"The rides are meant more for children except a few that are more thrilling. The decorations, however, were really detailed and brings out the Disney effect. It was nice to see that and really brings out the 'child' in me. Great atmosphere, great people! Overall, if you are going as a family with young children, you will definitely have a good time. However, if you are looking for thrill rides, better head to Ocean Park instead!"
5,"Last month,my parents,my friends and I went to Hong Kong.We arrived in Hong Kong on February tenth.The weather was cool and sunny.We went to the hotel first,it was clean and the service is good.Almost everything was perfect,the only drawback was the rooms of the hotel were too small that I didn't have enough place to play.After we had a rest ,we went out to a restaurant.The food it's delicious .we had beef balls,roasted goose,shrimp ravioli and some herbal tea.While we were eating,my dad and I saw a store selling iPads next store and since then I had a new iPad.That's really fantastic.We went Disneyland the day after we arrived.We played many recreational events.There were many people there.We waited for a long time to play it.The Roller Coaster was really cool.If there were not too many people,I really wanted to try that again.After we played for a day,every one was tired,we took a small train back to the hotel.We played the rugby,on last day in Hong Kong.It's very interesting.I tried some times and can played very well.I won a match and I was awarded two white caps and two rugby balls.We need to go home.The trip was great ! I really didn't want leave.I promised I will came back sooner or later."
4,"Firstly, it   s Disneyland. It   s the happiest place on earth, and it   s great.It is a small park, at least by Anaheim and Tokyo standards, and can be easily covered in a few hours. This leaves plenty of time for shopping and hitting the rides you like multiple times.We came on a Tuesday in early March and arrived at park open. The weather was nice out, but the lines were, thankfully, almost non existent. Even after the usual busy times of 1 2pm, most lines were less than 15 mins.We bought a priority pass, but in hindsight it wasn   t at all required. In the end we just used it to get the value, but we were really just skipping 5 minute queues, so it was a waste of money on this particular occasion. Perhaps we got lucky and other days would make it worth the money but I am unsure.The RC car and Grizzly were my favourite rides, both extremely thrilling.Disneyland HK is a must see if you   re here, but not the best Disneyland in my experience."
5,"My journey started and ended with this magical sentence. Although HK Disneyland is not the biggest Disneyland in the world, no. of attractions and rides are adequate for you to spend a whole day here. Hearing from the news that HK Disneyland is now expanding attractions, adding Frozen land and Marvel land. I believe HK Disneyland will attract countless people in the future. At the same time, it is hoped that the dinning place can be increased because many people finds no place to eat in the park."
4,"HK Disneyland is not the biggest or the best Disneyland, but I am grateful it is there. There are enough rides and attractions to make the trip worthwhile, and it is very easily accessible by the MTR Trains. Main disappointment Wes that there were no characters strolling thru the park to mingle with visitors. That may be because of overcast and potentially rainy skies. In any case, the weather also kept lines for rides very short   5 to 19 min max. No fast pass needed. I also like this Disneyland because you can still visit all the variety of parks paying one fee. In Orlando Florida, people have to buy a ticket for each of the four or five parks they want to visit, That gets really expensive. "
5,"The magic starts with the MTR, Mickey shapped windows and handle bars, then a five minute walk into the park with fountains and posters feels like you are already inside. Characters walking around everwhere, fun rides and friendly helpful staff. The parades are amazing . Oh and my kids had a good time too ... second time in 5 years and looking forward to visiting again soon."
2,Overcrowded with Chinese tourist who likes to take photos of cute young children without permission. The rides are fun but taking too long to queue. Food offering is good.
5,Smaller than the original but still just as much fun.  Fair way to travel but can be reached by train from HK Central.
5,"It's Disneyland, what more can I say?We went there on Monday. The crowd was big but we were still able to get on many rides:Jungle River Cruise,Slinky Dog Spin,Toy Soldier Parachute Drop,Mystic Manor,Grizzly Mountain Runaway Mine Cars,Mickey's Philharmagic,Hyperspace Mountain,IronMan Experience (without fast pass).Special mention about the Mystic Manor. It's said that it's only available in Hong Kong, no other Mystic Manor in any other Disneyland. So we had to go there! Although it wasn't a thrilling ride, it was still fun & very amusing for us. The MM souvenirs were also very cute. We spent quite amount of money there, because no other MM souvenirs at any other Disneyland shop (not even at the shop at the Hong Kong Airport!). So if you go there & find something you like, BUY it. Don't hesitate The only downsides were the Sleeping Beauty Castle & the Winnie the Pooh ride was closed for maintenance."
5,"We went as a family group to Hong Kong Disneyland and had a wonderful time. Our grandchildren just loved it, as did we all. It is good value for money, clean and well laid out. Highly recommended for a fun day out for children and adults."
5,"Easy to get there, only need to take the subway, inside the subway there is also disney decoration so can take pictures while heading there. Very convenience and clean. Inside the disney park, there are lots of cute sounveir shops, area is clean, people are friendly. Lots of disney characters to take pic with, not that long line up, it depends on the time and month you go. Although its not a big disney but you can still spend a whole day there. If you like cute stuff, hongkong disney is a must go. You will buy lots there."
5,"I'm working my way to all the Disney parks around the world. I've already hit Orlando, Anaheim and Paris, this is my fourth location (Tokyo in 2020 and Shanghai 2021). Although this park is slightly larger than Anaheim it doesn't really feel like it. They have fewer attractions crammed into a small space like the original. Overall the park is clean, themed well and all the cast members we came into contact with were pleasant. I don't think you can compare Disney parks to each other, it's just not fair. I like the HK version although a lot of the attractions were mirror images (or very close) to rides in other Disney parks. Although they are branching out with the Iron Man Experience (think Star Tours with Iron Man) and the new Ant Man and Wasp attraction (which was not yet open when we went in February 2019.) Mystic Manor is HK's answer to the Haunted Mansion. It has a compelling story with a character (Albert the monkey) that draws you in and it has great effects. HK DL is almost worth it just for this one attraction, we rode it twice. Although not as big as FL and not as detailed as Paris, Hong Kong Disneyland is definitely worth a visit."
2,"One of the group had been to Disneyland in Japan and wanted to go to this one.I had been told was the staff are very friendly, welcoming and peppy plus the mascots milling about and very fun. Don   t know if upwelling went on a bad day or something but it was not a great experience. With the exception of two staff none of them smiled or made you feel welcome. As to for the mascots, finally saw them at the end of our day and only in the    town    part.Costumes were ruined by staff wearing black running shoes. OK they are on their feet and need to be comfortable but it was seriously jarring. Staff get a 2 10.Things like the recycling bin being loaded and taken away to be emptied but not one put in to replace. Tables not being cleared.Two of the restaurants were shut, a number of the rides were closed, the castle was shut.At HK$620 it was not worth the money. I was told Disneyland HK was loosing money and I am not surprised.We went on a number of rides and they all had positives. Loved the Ironman ride, Starwars and the roller coaster in the Gulch."
4,"If this is your first disneyland, you will love it. I visited other disney land as well, i found this one smaller as compared to others. Though, it still will give you a delightful experience. The rides are lesser but there's lots to do. IF you come first thing in morning, you will be occupied for the whole day.The biggest attraction is the Parade and don't miss the last parade in night   feast for your eyes. My family and my kid enjoyed it thoroughly"
5,"HK Disney is the smallest of the Disney Parks and definitely something you can cover in a day. We contemplates doing a VIP tour as we had done in WDW, but left it too late to book and in the end glad that I didn't waste my money here as it just wasn't needed unless you were to go on one of the Chinese holidays.We stayed in HK central and took the train out which was easy to do with them running every few minutes, it really didn't matter if you missed one. Even the return at night despite all the people it was frequent enough that there was never a significant wait. The People are somewhat pushy though it's some form of FOMO(fear or missing out). The train doors open people push in and out. If you finish one ride it seems you need to run to the next one so you can get ahead of 2 people. Rope drop which would normally allow a flow of people into the park was more like the starting gun of the New York Marathon.That said, we loved the park. Favorite ride is Phantom Manor, similar type of ride to Ratatouille in France but with some magical effects. The light show at night is also worth staying to check out.As a tall person 6' 4  I did find myself having to contort myself into seats to fit my legs in. Same thing with Tokyo, but you can fit. I found crossing my legs and moving my feet as far back in the seat as I could before sitting down made a difference.The Lion King show was amazing so I would put that down as a must!"
3,"I   m a big Disney fan so was super excited to visit HK Disneyland. Although we had a fun day.. I can   t help but feel disappointed. The park was very small and I feel the price is extortionate when comparing it to Disneyland Paris   which is much larger and significantly cheaper. I found that it didn   t have the magic of Disney and it just felt like any old theme park. The staff were not particularly friendly and they didn   t engage with guests at all   in fact, I was ignored by a group of 3 staff members! Having said this.. mystic manor is quite possibly my new favourite Disney ride ever   you really have to go on it!! "
4,"It was always a dream to visit a Disneyland and it came to true when we visited HK Disneyland. You can easily reach thro MTR station and this is the most convenient mode. We went around the park, train ride, boat ride, tarzan house, magic 5D show, winnie phoo etc. Amazing to witness the main street parade. Huge food court available inside the premises. Overall it was a relaxing day out"
5,"We visited Hong Kong Disneyland as group of family on 1st January of 2019. We thought that the park will be packed since is the holiday season but luckily the park is moderately packed.My thought about this place is a great place to spend your day in your HK trip. The park is very nice and it was smaller than your typical Disney park. Compared to other Disney park I've ever visited, this theme park has shortest waiting time especially for thrill seeker attraction and of course no need to check all the fast pass.You can download the apps beforehand to check the schedule for the parade, map, and waiting time for each attraction. Unfortunately in our visit, the Sleeping Beauty castle is still under construction but we managed to enjoy Disney Christmas Celebration.In our visit, We managed to enjoy 6 rides, 1 parade, 2 shows in our 4 hours of visit. If You're a thrill seeker, don't forget to enjoy the two attractions exclusive in HK Disneyland, Big Grizzly Mountain Runaway Mine Cars and Mystic Manor. For a magical time of great fun, you can   t go wrong with Hong Kong Disneyland!"
5,Great day out and it is so easy to do it in one day as it is so much smaller then other Disneyland around the world. Just be warned that currently the 8pm fireworks aren't on due to maintenance on the castle
4,"Disneyland never failed to amuse everyone  Excellent and friendly, park and attraction are great  Crews are great, speak english, and also nice hotels"
5,A great way to spend the day in Hong Kong. All the usual well run Disney facility's. Easy access to the venue we used the MTR all the way which was easy. Crowds were OK for mid week and winter. Cost HK619 for the day each adult. We ate in the explorers club restaurant and had an Asian curry which was OK although a bit bland to cater for all tastes. All in all e all had a fantastic day out. 
5,Awesome feeling and great experience. Really enjoyed a lot with family. Would love to visit the place again and again
3,This is the first time we visited Hong Kong Disneyland.. We decided to go to Disneyland during chinese new year holiday.. It was so crowded and not really enjoy the attraction..
4,Entering the HK Disneyland tend to bring back the child in you. While inside you'll forget your life's problems and if magically youre in a different world full of fun and fantasy. I love the rides but very few restaurants to choose from.
4,"I personally haven't gone to a Disneyland outside of California so I didnt know what to expect. The cultural ties to the Chinese culture that they implemented at the park was simply amazing. This is probably the only park where Mickey can speak Cantonese. The park is very clean, it was smaller than your typical Disney park. There are various shows you can watch throughout the park. The rides are similar to what you would find in California. I believe the Iron Man attraction might be unique to HK. The park was busy but not to the point where we had to wait hours for a ride. It averaged 30 minutes or so per ride. If you're looking to experience something different from Disney, this would be the place to go. We only went for the day and was able to go on everything we wanted to go on. Just keep in mind that this park is smaller. I would not recommend coming here during Chinese New Year or Golden Week."
4,"First time I've been to Disneyland, so I have no benchmark for comparison. Smaller than I expected, but big enough to fill a full day for two adults. Lots of fun to be had, though some of the rides are aimed at children, so don't be disappointed if you're too big to fit on them. The Disney train was very cool, and had a real air of excitement...Join Mickey and Minnie for the day and enjoy :)"
5,"I   ve visited every Disney park except Shanghai and this is perhaps my favorite for a toddler. It   s a close replica of the Anaheim Disneyland but smaller without some of the big kid rides. PROs:1) For a Disney park, it   s not very crowded. I love Tokyo Disney Sea but the crowds really kill the experience there. People in Hong Kong apparently do not wake up early even when the park opens at 930am. There   s really are no lines for the first couple hours. Even during the busiest hours, the lines are moderate. 2) I love the variety of foods from all different regions. I actually looked forward to meals. 3) When we were there, they were 6 different times for the Jedi training and it was never full. 4) Admission tickets are so much cheaper than any other Disney park in the world. You can use apps like Klook to buy discount tickets and discount meals. If your children are under 7, this really is the perfect Disney experience. "
3,There is some wonderful excitement built on the train ride to Disneyland with the cute Mickey themed carriage. We enjoyed Mickey waffles while there and the Lion King Show. Other than that the lines for rides were very long and I felt the experience was quite overrated. I MUCH preferred Ocean Park.
4,"Most of the staff members are friendly and accommodating. We were there on over chinese new year and the place was packed. The lines were a bit too long and a lot of people. During the parade, the Disney employees who were in charge to keep the crowd away from the floats were cranky and ill mannered. Disneyland is really a beautiful place. There were restaurants and food carts at every corner. The restrooms were all big and clean. The rides and attractions were enjoyable enough that you would want to see ride them again. "
5,It is a worth it experience. Enjoyed it together with my daughter and grandchildren's. Feels like young again.
5,"Magical as expected. Fairy tale! Some great themed rides, highlight for us was the Iron Man. Go for the slightly more expensive ticket that gets you priority pass, otherwise you will need to queue quite a bit."
4,"If you have a kid with you, you would have her or his eyes feast on all the attractions here. It isn't as big as Ocean park but it is good for those who have been wanting to see Micky Mouse in person. Sadly the time I was here is when the castle was renovated."
4,Very crowded most of the time and long queue for rides. Food limited choice and quite pricey.  Kids can collect stickers given out by staffs all over the place. Just need to approach the staffs for free stickers
5,As a family we have been to Disney Florida many times. HK Disney is smaller but still has all the charm of Disney Florida. My girls had a great day and even at the age og 16 would go back againn
5,Stayed in Disney   s Hollywood hotel and spent 3 days in Disney Hong Kong with our 3 year old daughter   She had an amazing time with all the characters and princesses  Park is smaller than Florida and California but well worth a visit
3,"Small Disneyland compared to Paris and the attractions are espcially for kids and only some of them for adults. We came here after the Typhoon so some attractions were closed. The price is a bit high for what you get. Overall we had a great time and it took us about half day to finish all the park. If you are looking for thrill attractions for adults, Ocean park is much more better!"
4,"I visited the Disney parks at LA as well as Florida but really impressed with Hong Kong Disneyland during the last visit. It was well connected, well organized, and the staff were very friendly and helpful. It's good for a full day visit but it needs some planning so that one must decide on what shows to watch and which fast passes to gather."
5,"It was a busy night at around 1900hrs at Royal Banquet Hall on Feb 20. Long queue for ordering food and most tables were occupied. However, there was a staff called Wilson. He was absolutely professional. He smiled all the time even when he was cleaning up all tables (non stop). It made us felt warm like home. Keep up your professional work and effort. Not many staff could smile like you. Beautiful smile. "
2,"So much of the park is closed!! Very disappointing   only a few rides In the park. I do know there is an expansion planned, but so much was closed now, I don't know how they can afford to expand! I knew it was a small park before we went, but it is lacking the 'Disney' in every aspect... other than the cost! It is really easy to get to on the MTR and good for about 3hrs of entertainment If you are looking for something different to do while visiting HK."
4,"Had a great day here.  Lines get long very quickly, so was glad we got there early and huge crowds.  They have terrific souvenir shops of which prices were not to bad and the food was very good, especially the caramel popcorn   amazing."
4,"this was a very interesting park because although it was very crowded, the line ups were never too bad... we went in with a plan because we only had one day... but we did enjoy ourselves. i suggest going shopping early in the day because the people there were savages! the store workers couldnt even keep up with people throwing things on the floor and all over the shelves... what a mess!! it was a terrible store experience and i waited 45 mins just to pay! the park was fun   the space mountian was fantastic but the shopping was awful so just know that going in   only need one day for this park"
4,"Such a lovely place that really took me back to my childhood. Although queue can get long and the fast pass is not logical, the displays are great! The rides are great! A few good food options! Parade was great! Fireworks great! Great shows! Really enjoyable and can spend the whole day here. It   s a small Disney Land but really lovely. "
5,"Fantastic experience. Enjoyed every step of our stay in this wonderful theme park. Thank you DisneyLand, Hongkong."
5,"No doubt people keep saying this is the happiest place on earth. To be honest, this place is quite far from the city, but don't worry you can reach here using MTR. I personally think the entry ticket is quite pricey, but it's all paid off with incredible attractions. It's truly magical! If you are family with kids, it's a must visit place, you can meet almost all Disney characters, and don't forget to capture your moments, there are so many beautiful photo spot to be captured. Suggestion: you'd better come in the morning, since the weather is not too hot and there will be more crowded in the afternoon. And if you are not in rush, be sure to see the parade or the fireworks show in the night (about 30 minutes before the closing time), that's really worth the wait, and I can say that's one of the best show I have ever seen."
4,We never had went Tokyo Disneyland or Shanghai Disneyland. Hong Kong Disneyland was our first Disneyland. It was not crowded so we can enjoy 4 hour stay.
